state_abr,state_fips,state,district,candidate_name_first,candidate_name_last,candidate,party,general_votes,general_perc,runoff_votes_LA_only,runoff_perc_LA_only,combined_general_votes_CT_NY_SC_only,combined_general_perc_CT_NY_SC_only,winner
DC,11,District of Columbia,00,Eleanor Holmes,Norton,Eleanor Holmes Norton,D,"265,178",0.881265246,,,,,W
DC,11,District of Columbia,00,Martin,Moulton,Martin Moulton,LIB,"18,713",0.062188856,,,,,
DC,11,District of Columbia,00,Natale (Lino),Stracuzzi,Natale (Lino) Stracuzzi,DCG,"14,336",0.047642785,,,,,
DC,11,District of Columbia,00,,Scattered,Scattered,W,"2,679",0.008903113,,,,,
DC,11,District of Columbia,00,,,Total Votes,,"300,906",,,,,,
FL,12,Florida,01,Matt,Gaetz,Matt Gaetz,R,"255,107",0.690998575,,,,,W
FL,12,Florida,01,Steven ,Specht,Steven  Specht,D,"114,079",0.309001425,,,,,
FL,12,Florida,01,,,Total Votes,,"369,186",,,,,,
FL,12,Florida,02,Neal,Dunn,Neal Dunn,R,"231,163",0.673234079,,,,,W
FL,12,Florida,02,Walter,Dartland,Walter Dartland,D,"102,801",0.29939539,,,,,
FL,12,Florida,02,Rob ,Lapham,Rob  Lapham,LBF,"9,395",0.027361793,,,,,
FL,12,Florida,02,Antoine Edward ,Roberts,Antoine Edward  Roberts,W,3,0.00000874,,,,,
FL,12,Florida,02,,,Total Votes,,"343,362",,,,,,
FL,12,Florida,03,Ted,Yoho,Ted Yoho,R,"193,843",0.565634666,,,,,W
FL,12,Florida,03,"Kenneth ""Ken""",McGurn,"Kenneth ""Ken"" McGurn",D,"136,338",0.397834841,,,,,
FL,12,Florida,03,Tom,Wells,Tom Wells,NPA,"12,519",0.036530493,,,,,
FL,12,Florida,03,,,Total Votes,,"342,700",,,,,,
FL,12,Florida,04,David E.,Bruderly,David E. Bruderly,D,"113,088",0.276051965,,,,,
FL,12,Florida,04,Gary L.,Koniz,Gary L. Koniz,NPA,"9,054",0.022101147,,,,,
FL,12,Florida,04,Daniel,Murphy,Daniel Murphy,W,11,0.0000269,,,,,
FL,12,Florida,04,,,Total Votes,,"409,662",,,,,,
FL,12,Florida,04,John ,Rutherford,John  Rutherford,R,"287,509",0.701820037,,,,,W
FL,12,Florida,05,Al ,Lawson,Al  Lawson,D,"194,549",0.642343021,,,,,W
FL,12,Florida,05,Glo,Smith,Glo Smith,R,"108,325",0.357656979,,,,,
FL,12,Florida,05,,,Total Votes,,"302,874",,,,,,
FL,12,Florida,06,Ron,DeSantis,Ron DeSantis,R,"213,519",0.585673533,,,,,W
FL,12,Florida,06,William (Bill),McCullough,William (Bill) McCullough,D,"151,051",0.414326467,,,,,
FL,12,Florida,06,,,Total Votes,,"364,570",,,,,,
FL,12,Florida,07,Stephanie,Murphy,Stephanie Murphy,D,"182,039",0.514736113,,,,,W
FL,12,Florida,07,John ,Mica,John  Mica,R,"171,583",0.485170576,,,,,
FL,12,Florida,07,Mike,Plaskon,Mike Plaskon,W,33,0.0000933,,,,,
FL,12,Florida,07,,,Total Votes,,"353,655",,,,,,
FL,12,Florida,08,Bill ,Posey,Bill  Posey,R,"246,483",0.631099879,,,,,W
FL,12,Florida,08,Corry,Westbrook,Corry Westbrook,D,"127,127",0.32549845,,,,,
FL,12,Florida,08,Bill,Stinson,Bill Stinson,NPA,"16,951",0.043401671,,,,,
FL,12,Florida,08,,,Total Votes,,"390,561",,,,,,
FL,12,Florida,09,Darren,Soto,Darren Soto,D,"195,311",0.574848202,,,,,W
FL,12,Florida,09,Wayne,Liebnitzky,Wayne Liebnitzky,R,"144,450",0.425151798,,,,,
FL,12,Florida,09,,,Total Votes,,"339,761",,,,,,
FL,12,Florida,10,Val,Demings,Val Demings,D,"198,491",0.648686717,,,,,W
FL,12,Florida,10,Thuy,Lowe,Thuy Lowe,R,"107,498",0.351313283,,,,,
FL,12,Florida,10,,,Total Votes,,"305,989",,,,,,
FL,12,Florida,11,Daniel ,Webster,Daniel  Webster,R,"258,016",0.653670079,,,,,W
FL,12,Florida,11,Dave,Koller,Dave Koller,D,"124,713",0.315953881,,,,,
FL,12,Florida,11,Bruce Ray,Riggs,Bruce Ray Riggs,NPA,"11,990",0.03037604,,,,,
FL,12,Florida,11,,,Total Votes,,"394,719",,,,,,
FL,12,Florida,12,Gus Michael ,Bilirakis,Gus Michael  Bilirakis,R,"253,559",0.685908204,,,,,W
FL,12,Florida,12,Robert Matthew ,Tager,Robert Matthew  Tager,D,"116,110",0.314091796,,,,,
FL,12,Florida,12,,,Total Votes,,"369,669",,,,,,
FL,12,Florida,13,Charlie ,Crist,Charlie  Crist,D,"184,693",0.519030918,,,,,W
FL,12,Florida,13,David W.,Jolly,David W. Jolly,R,"171,149",0.480969082,,,,,
FL,12,Florida,13,,,Total Votes,,"355,842",,,,,,
FL,12,Florida,14,Kathy ,Castor,Kathy  Castor,D,"195,789",0.617870656,,,,,W
FL,12,Florida,14,Christine,Quinn,Christine Quinn,R,"121,088",0.382129344,,,,,
FL,12,Florida,14,,,Total Votes,,"316,877",,,,,,
FL,12,Florida,15,Dennis A.,Ross,Dennis A. Ross,R,"182,999",0.574612056,,,,,W
FL,12,Florida,15,Jim,Lange,Jim Lange,D,"135,475",0.425387944,,,,,
FL,12,Florida,15,,,Total Votes,,"318,474",,,,,,
FL,12,Florida,16,Vern,Buchanan,Vern Buchanan,R,"230,654",0.597679288,,,,,W
FL,12,Florida,16,Jan,Schneider,Jan Schneider,D,"155,262",0.402320712,,,,,
FL,12,Florida,16,,,Total Votes,,"385,916",,,,,,
FL,12,Florida,17,Tom,Rooney,Tom Rooney,R,"209,348",0.618138333,,,,,W
FL,12,Florida,17,April,Freeman,April Freeman,D,"115,974",0.342434487,,,,,
FL,12,Florida,17,"John W., III",Sawyer,"John W., III Sawyer",NPA,"13,353",0.039427179,,,,,
FL,12,Florida,17,,,Total Votes,,"338,675",,,,,,
FL,12,Florida,18,Brian,Mast,Brian Mast,R,"201,488",0.535989232,,,,,W
FL,12,Florida,18,Randy ,Perkins,Randy  Perkins,D,"161,918",0.430726914,,,,,
FL,12,Florida,18,Carla,Spalding,Carla Spalding,NPA,"12,503",0.033259913,,,,,
FL,12,Florida,18,Marilyn ,Holloman,Marilyn  Holloman,W,9,0.0000239,,,,,
FL,12,Florida,18,,,Total Votes,,"375,918",,,,,,
FL,12,Florida,19,Francis,Rooney,Francis Rooney,R,"239,225",0.658720805,,,,,W
FL,12,Florida,19,Robert M.,Neeld,Robert M. Neeld,D,"123,812",0.340923985,,,,,
FL,12,Florida,19,David,Byron,David Byron,W,109,0.000300138,,,,,
FL,12,Florida,19,Timothy John,Rossano,Timothy John Rossano,W,20,0.0000551,,,,,
FL,12,Florida,19,,,Total Votes,,"363,166",,,,,,
FL,12,Florida,20,Alcee L.,Hastings,Alcee L. Hastings,D,"222,914",0.803120046,,,,,W
FL,12,Florida,20,Gary  ,Stein,Gary   Stein,R,"54,646",0.196879954,,,,,
FL,12,Florida,20,,,Total Votes,,"277,560",,,,,,
FL,12,Florida,21,Lois ,Frankel ,Lois  Frankel ,D,"210,606",0.627062981,,,,,W
FL,12,Florida,21,Paul ,Spain,Paul  Spain,R,"118,038",0.351448963,,,,,
FL,12,Florida,21,"W. Michael ""Mike""",Trout,"W. Michael ""Mike"" Trout",NPA,"7,217",0.021488056,,,,,
FL,12,Florida,21,,,Total Votes,,"335,861",,,,,,
FL,12,Florida,22,Ted,Deutch,Ted Deutch,D,"199,113",0.589353263,,,,,W
FL,12,Florida,22,Andrea Leigh,McGee,Andrea Leigh McGee,R,"138,737",0.410646737,,,,,
FL,12,Florida,22,,,Total Votes,,"337,850",,,,,,
FL,12,Florida,23,Debbie Wasserman,Schultz,Debbie Wasserman Schultz,D,"183,225",0.567049393,,,,,W
FL,12,Florida,23,"Joseph ""Joe""",Kaufman,"Joseph ""Joe"" Kaufman",R,"130,818",0.404858876,,,,,
FL,12,Florida,23,Don,Endriss,Don Endriss,NPA,"5,180",0.016031196,,,,,
FL,12,Florida,23,Lyle ,Milstein,Lyle  Milstein,NPA,"3,897",0.012060535,,,,,
FL,12,Florida,23,,,Total Votes,,"323,120",,,,,,
FL,12,Florida,24,Frederica,Wilson,Frederica Wilson,D,Unopposed,,,,,,W
FL,12,Florida,25,Mario ,Diaz-Balart,Mario  Diaz-Balart,R,"157,921",0.623602117,,,,,W
FL,12,Florida,25,Alina,Valdes,Alina Valdes,D,"95,319",0.376397883,,,,,
FL,12,Florida,25,,,Total Votes,,"253,240",,,,,,
FL,12,Florida,26,Carlos,Curbelo,Carlos Curbelo,R,"148,547",0.529500039,,,,,W
FL,12,Florida,26,Joe ,Garcia,Joe  Garcia,D,"115,493",0.411678109,,,,,
FL,12,Florida,26,Jose ,Peixoto,Jose  Peixoto,NPA,"16,502",0.058821852,,,,,
FL,12,Florida,26,,,Total Votes,,"280,542",,,,,,
FL,12,Florida,27,Ileana,Ros-Lehtinen,Ileana Ros-Lehtinen,R,"157,917",0.548938567,,,,,W
FL,12,Florida,27,Scott,Fuhrman,Scott Fuhrman,D,"129,760",0.451061433,,,,,
FL,12,Florida,27,,,Total Votes,,"287,677",,,,,,
GA,13,Georgia,01,"Earl ""Buddy""",Carter,"Earl ""Buddy"" Carter",R,"210,243",0.995883702,,,,,W
GA,13,Georgia,01,Nathan,Russo,Nathan Russo,W,869,0.004116298,,,,,
GA,13,Georgia,01,,,Total Votes,,"211,112",,,,,,
GA,13,Georgia,02,Sanford,Bishop,Sanford Bishop,D,"148,543",0.612298484,,,,,W
GA,13,Georgia,02,Greg,Duke,Greg Duke,R,"94,056",0.387701516,,,,,
GA,13,Georgia,02,,,Total Votes,,"242,599",,,,,,
GA,13,Georgia,03,Drew,Ferguson,Drew Ferguson,R,"207,218",0.68346598,,,,,W
GA,13,Georgia,03,Angela,Pendley,Angela Pendley,D,"95,969",0.31653402,,,,,
GA,13,Georgia,03,,,Total Votes,,"303,187",,,,,,
GA,13,Georgia,04,"Henry C. ""Hank,"" Jr.",Johnson,"Henry C. ""Hank,"" Jr. Johnson",D,"220,146",0.757194597,,,,,W
GA,13,Georgia,04,Victor ,Armendariz,Victor  Armendariz,R,"70,593",0.242805403,,,,,
GA,13,Georgia,04,,,Total Votes,,"290,739",,,,,,
GA,13,Georgia,05,John R.,Lewis,John R. Lewis,D,"253,781",0.84439143,,,,,W
GA,13,Georgia,05,Douglas ,Bell,Douglas  Bell,R,"46,768",0.15560857,,,,,
GA,13,Georgia,05,,,Total Votes,,"300,549",,,,,,
GA,13,Georgia,06,Tom ,Price,Tom  Price,R,"201,088",0.616824895,,,,,W
GA,13,Georgia,06,Rodney ,Stooksbury,Rodney  Stooksbury,D,"124,917",0.383175105,,,,,
GA,13,Georgia,06,,,Total Votes,,"326,005",,,,,,
GA,13,Georgia,07,Rob,Woodall,Rob Woodall,R,"174,081",0.603816844,,,,,W
GA,13,Georgia,07,Rashid ,Malik,Rashid  Malik,D,"114,220",0.396183156,,,,,
GA,13,Georgia,07,,,Total Votes,,"288,301",,,,,,
GA,13,Georgia,08,Austin ,Scott,Austin  Scott,R,"173,983",0.676429193,,,,,W
GA,13,Georgia,08,James Neal,Harris,James Neal Harris,D,"83,225",0.323570807,,,,,
GA,13,Georgia,08,,,Total Votes,,"257,208",,,,,,
GA,13,Georgia,09,Doug ,Collins,Doug  Collins,R,"256,535",1,,,,,W
GA,13,Georgia,09,,,Total Votes,,"256,535",,,,,,
GA,13,Georgia,10,Jody ,Hice,Jody  Hice,R,"243,725",0.996377922,,,,,W
GA,13,Georgia,10,Leonard,Ware,Leonard Ware,W,886,0.003622078,,,,,
GA,13,Georgia,10,,,Total Votes,,"244,611",,,,,,
GA,13,Georgia,11,Barry,Loudermilk,Barry Loudermilk,R,"217,935",0.674057739,,,,,W
GA,13,Georgia,11,Don ,Wilson,Don  Wilson,D,"105,383",0.325942261,,,,,
GA,13,Georgia,11,,,Total Votes,,"323,318",,,,,,
GA,13,Georgia,12,Rick ,Allen,Rick  Allen,R,"159,492",0.616008528,,,,,W
GA,13,Georgia,12,Patricia C.,McCracken,Patricia C. McCracken,D,"99,420",0.383991472,,,,,
GA,13,Georgia,12,,,Total Votes,,"258,912",,,,,,
GA,13,Georgia,13,David ,Scott,David  Scott,D,"252,833",1,,,,,W
GA,13,Georgia,13,,,Total Votes,,"252,833",,,,,,
GA,13,Georgia,14,Tom ,Graves,Tom  Graves,R,"216,743",0.999032048,,,,,W
GA,13,Georgia,14,Patrick A.,Boggs,Patrick A. Boggs,W,210,0.000967952,,,,,
GA,13,Georgia,14,,,Total Votes,,"216,953",,,,,,
HI,15,Hawaii,02,Tulsi,Gabbard,Tulsi Gabbard,D,"170,848",0.811567767,,,,,W
HI,15,Hawaii,02,Angela Aulani,Kaaihue,Angela Aulani Kaaihue,R,"39,668",0.188432233,,,,,
HI,15,Hawaii,02,,,Total Votes,,"210,516",,,,,,
HI,15,Hawaii,01 - FULL TERM,Colleen Wakako,Hanabusa,Colleen Wakako Hanabusa,D,"145,417",0.718616109,,,,,W
HI,15,Hawaii,01 - FULL TERM,Shirlene D. (Shirl),Ostrov,Shirlene D. (Shirl) Ostrov,R,"45,958",0.227113468,,,,,
HI,15,Hawaii,01 - FULL TERM,Alan J.K.,Yim,Alan J.K. Yim,LIB,"6,601",0.032620567,,,,,
HI,15,Hawaii,01 - FULL TERM,Calvin (G),Griffin,Calvin (G) Griffin,N,"4,381",0.021649856,,,,,
HI,15,Hawaii,01 - FULL TERM,,,Total Votes,,"202,357",,,,,,
HI,15,Hawaii,01 - UNEXPIRED TERM,Colleen Wakako,Hanabusa,Colleen Wakako Hanabusa,D,"129,083",0.650649475,,,,,W
HI,15,Hawaii,01 - UNEXPIRED TERM,Shirlene DelaCruz,Ostrov,Shirlene DelaCruz Ostrov,R,"44,090",0.222237904,,,,,
HI,15,Hawaii,01 - UNEXPIRED TERM,Angela Aulani,Kaaihue,Angela Aulani Kaaihue,D,"5,885",0.029663644,,,,,
HI,15,Hawaii,01 - UNEXPIRED TERM,Alan J.K.,Yim,Alan J.K. Yim,LIB,"5,559",0.028020424,,,,,
HI,15,Hawaii,01 - UNEXPIRED TERM,Howard,Kim,Howard Kim,D,"4,259",0.021467708,,,,,
HI,15,Hawaii,01 - UNEXPIRED TERM,Peter,Cross,Peter Cross,D,"3,420",0.017238685,,,,,
HI,15,Hawaii,01 - UNEXPIRED TERM,Calvin C. (G),Griffin,Calvin C. (G) Griffin,N,"2,824",0.014234517,,,,,
HI,15,Hawaii,01 - UNEXPIRED TERM,Javier,Ocasio,Javier Ocasio,D,"1,893",0.009541763,,,,,
HI,15,Hawaii,01 - UNEXPIRED TERM,Yvonne,Perry,Yvonne Perry,N,"1,050",0.005292579,,,,,
HI,15,Hawaii,01 - UNEXPIRED TERM,Peter H.,Plotzeneder,Peter H. Plotzeneder,N,328,0.001653301,,,,,
HI,15,Hawaii,01 - UNEXPIRED TERM,,,Total Votes,,"198,391",,,,,,
ID,16,Idaho,01,Raul R.,Labrador,Raul R. Labrador,R,"242,252",0.681714445,,,,,W
ID,16,Idaho,01,James ,Piotrowski,James  Piotrowski,D,"113,052",0.318136409,,,,,
ID,16,Idaho,01,,Pro-Life,Pro-Life,W,53,0.000149146,,,,,
ID,16,Idaho,01,,,Total Votes,,"355,357",,,,,,
ID,16,Idaho,02,Mike ,Simpson,Mike  Simpson,R,"205,292",0.629272584,,,,,W
ID,16,Idaho,02,Jennifer ,Martinez,Jennifer  Martinez,D,"95,940",0.294080684,,,,,
ID,16,Idaho,02,Anthony,Tomkins,Anthony Tomkins,CON,"25,005",0.076646732,,,,,
ID,16,Idaho,02,,,Total Votes,,"326,237",,,,,,
IL,17,Illinois,01,Bobby L.,Rush,Bobby L. Rush,D,"234,037",0.740946996,,,,,W
IL,17,Illinois,01,August (O'Neill),Deuser,August (O'Neill) Deuser,R,"81,817",0.259027677,,,,,
IL,17,Illinois,01,Tabitha,Carson,Tabitha Carson,W,8,0.0000253,,,,,
IL,17,Illinois,01,,,Total Votes,,"315,862",,,,,,
IL,17,Illinois,02,Robin,Kelly,Robin Kelly,D,"235,051",0.798076205,,,,,W
IL,17,Illinois,02,John F,Morrow,John F Morrow,R,"59,471",0.201923795,,,,,
IL,17,Illinois,02,,,Total Votes,,"294,522",,,,,,
IL,17,Illinois,03,Daniel William,Lipinski,Daniel William Lipinski,D,"225,320",0.999596293,,,,,W
IL,17,Illinois,03,Diane,Harris,Diane Harris,W,91,0.000403707,,,,,
IL,17,Illinois,03,,,Total Votes,,"225,411",,,,,,
IL,17,Illinois,04,Luis V.,Gutierrez,Luis V. Gutierrez,D,"171,297",1,,,,,W
IL,17,Illinois,04,,,Total Votes,,"171,297",,,,,,
IL,17,Illinois,05,Mike,Quigley,Mike Quigley,D,"212,842",0.678437098,,,,,W
IL,17,Illinois,05,Vince,Kolber,Vince Kolber,R,"86,222",0.27483393,,,,,
IL,17,Illinois,05,Rob ,Sherman,Rob  Sherman,GRE,"14,657",0.046719409,,,,,
IL,17,Illinois,05,Michael,Krynski,Michael Krynski,W,3,0.00000956,,,,,
IL,17,Illinois,05,,,Total Votes,,"313,724",,,,,,
IL,17,Illinois,06,Peter J.,Roskam,Peter J. Roskam,R,"208,555",0.59224015,,,,,W
IL,17,Illinois,06,Amanda,Howland,Amanda Howland,D,"143,591",0.40775985,,,,,
IL,17,Illinois,06,,,Total Votes,,"352,146",,,,,,
IL,17,Illinois,07,Danny K.,Davis,Danny K. Davis,D,"250,584",0.842395433,,,,,W
IL,17,Illinois,07,Jeffrey A.,Leef,Jeffrey A. Leef,R,"46,882",0.157604567,,,,,
IL,17,Illinois,07,,,Total Votes,R,"297,466",,,,,,
IL,17,Illinois,08,Raja,Krishnamoorthi,Raja Krishnamoorthi,D,"144,954",0.583149281,,,,,W
IL,17,Illinois,08,"Peter ""Pete""",DiCianni,"Peter ""Pete"" DiCianni",R,"103,617",0.416850719,,,,,
IL,17,Illinois,08,,,Total Votes,,"248,571",,,,,,
IL,17,Illinois,09,Janice D,Schakowsky,Janice D Schakowsky,D,"217,306",0.664650036,,,,,W
IL,17,Illinois,09,Joan McCarthy,Lasonde,Joan McCarthy Lasonde,R,"109,550",0.335068574,,,,,
IL,17,Illinois,09,David,Williams,David Williams,W,79,0.000241629,,,,,
IL,17,Illinois,09,Susanne,Atanus,Susanne Atanus,W,13,0.0000398,,,,,
IL,17,Illinois,09,,,Total Votes,,"326,948",,,,,,
IL,17,Illinois,10,Brad,Schneider,Brad Schneider,D,"150,435",0.52600386,,,,,W
IL,17,Illinois,10,Robert ,Dold,Robert  Dold,R,"135,535",0.473905229,,,,,
IL,17,Illinois,10,Joseph William,Kopsick,Joseph William Kopsick,W,26,0.0000909,,,,,
IL,17,Illinois,10,,,Total Votes,,"285,996",,,,,,
IL,17,Illinois,11,Bill,Foster,Bill Foster,D,"166,578",0.604478668,,,,,W
IL,17,Illinois,11,Tonia,Khouri,Tonia Khouri,R,"108,995",0.395521332,,,,,
IL,17,Illinois,11,,,Total Votes,,"275,573",,,,,,
IL,17,Illinois,12,Michael ,Bost,Michael  Bost,R,"169,976",0.543050843,,,,,W
IL,17,Illinois,12,"Charles ""C.J."" ",Baricevic,"Charles ""C.J.""  Baricevic",D,"124,246",0.39694954,,,,,
IL,17,Illinois,12,Paula,Bradshaw,Paula Bradshaw,GRE,"18,780",0.059999617,,,,,
IL,17,Illinois,12,,,Total Votes,,"313,002",,,,,,
IL,17,Illinois,13,Rodney,Davis,Rodney Davis,R,"187,583",0.596649427,,,,,W
IL,17,Illinois,13,Mark D ,Wicklund,Mark D  Wicklund,D,"126,811",0.403350573,,,,,
IL,17,Illinois,13,,,Total Votes,,"314,394",,,,,,
IL,17,Illinois,14,"Randall M. ""Randy""",Hultgren,"Randall M. ""Randy"" Hultgren",R,"200,508",0.59304874,,,,,W
IL,17,Illinois,14,Jim ,Walz,Jim  Walz,D,"137,589",0.40695126,,,,,
IL,17,Illinois,14,,,Total Votes,,"338,097",,,,,,
IL,17,Illinois,15,John M.,Shimkus,John M. Shimkus,R,"274,554",1,,,,,W
IL,17,Illinois,15,,,Total Votes,,"274,554",,,,,,
IL,17,Illinois,16,Adam,Kinzinger,Adam Kinzinger,R,"259,722",0.999495869,,,,,W
IL,17,Illinois,16,John F.,Burchardt,John F. Burchardt,W,131,0.000504131,,,,,
IL,17,Illinois,16,,,Total Votes,,"259,853",,,,,,
IL,17,Illinois,17,Cheri ,Bustos,Cheri  Bustos,D,"173,125",0.603080106,,,,,W
IL,17,Illinois,17,Patrick,Harlan,Patrick Harlan,R,"113,943",0.396919894,,,,,
IL,17,Illinois,17,,,Total Votes,,"287,068",,,,,,
IL,17,Illinois,18,Darin,LaHood,Darin LaHood,R,"250,506",0.721331018,,,,,W
IL,17,Illinois,18,Junius,Rodriguez,Junius Rodriguez,D,"96,770",0.278648825,,,,,
IL,17,Illinois,18,Don,Vance,Don Vance,W,7,0.0000202,,,,,
IL,17,Illinois,18,,,Total Votes,,"347,283",,,,,,
IN,18,Indiana,01,Peter J.,Visclosky,Peter J. Visclosky,D,"207,515",0.81511727,,,,,W
IN,18,Indiana,01,Donna,Dunn,Donna Dunn,LIB,"47,051",0.184815954,,,,,
IN,18,Indiana,01,John ,Meyer,John  Meyer,W,17,0.0000668,,,,,
IN,18,Indiana,01,,,Total Votes,,"254,583",,,,,,
IN,18,Indiana,02,Jackie,Walorski,Jackie Walorski,R,"164,355",0.592575634,,,,,W
IN,18,Indiana,02,Lynn C.,Coleman,Lynn C. Coleman,D,"102,401",0.369202869,,,,,
IN,18,Indiana,02,Ron,Cenkush,Ron Cenkush,LIB,"10,601",0.038221498,,,,,
IN,18,Indiana,02,,,Total Votes,,"277,357",,,,,,
IN,18,Indiana,03,Jim,Banks,Jim Banks,R,"201,396",0.701124816,,,,,W
IN,18,Indiana,03,Tommy A.,Schrader,Tommy A. Schrader,D,"66,023",0.229847483,,,,,
IN,18,Indiana,03,Pepper,Snyder,Pepper Snyder,LIB,"19,828",0.069027701,,,,,
IN,18,Indiana,03,,,Total Votes,,"287,247",,,,,,
IN,18,Indiana,04,Todd,Rokita,Todd Rokita,R,"193,412",0.645925312,,,,,W
IN,18,Indiana,04,John,Dale,John Dale,D,"91,256",0.30476165,,,,,
IN,18,Indiana,04,Steven M.,Mayoras,Steven M. Mayoras,LIB,"14,766",0.049313037,,,,,
IN,18,Indiana,04,,,Total Votes,,"299,434",,,,,,
IN,18,Indiana,05,Susan W.,Brooks,Susan W. Brooks,R,"221,957",0.614609495,,,,,W
IN,18,Indiana,05,Angela ,Demaree,Angela  Demaree,D,"123,849",0.342943774,,,,,
IN,18,Indiana,05,Matthew,Wittlief,Matthew Wittlief,LIB,"15,329",0.04244673,,,,,
IN,18,Indiana,05,,,Total Votes,,"361,135",,,,,,
IN,18,Indiana,06,Luke ,Messer,Luke  Messer,R,"204,920",0.691398013,,,,,W
IN,18,Indiana,06,Barry,Welsh,Barry Welsh,D,"79,135",0.267000692,,,,,
IN,18,Indiana,06,Rich,Turvey,Rich Turvey,LIB,"12,330",0.041601296,,,,,
IN,18,Indiana,06,,,Total Votes,,"296,385",,,,,,
IN,18,Indiana,07,André D.,Carson,André D. Carson,D,"158,739",0.599761968,,,,,W
IN,18,Indiana,07,Catherine (CAT),Ping,Catherine (CAT) Ping,R,"94,456",0.356882155,,,,,
IN,18,Indiana,07,Drew,Thompson,Drew Thompson,LIB,"11,475",0.043355877,,,,,
IN,18,Indiana,07,,,Total Votes,,"264,670",,,,,,
IN,18,Indiana,08,Larry D.,Bucshon,Larry D. Bucshon,R,"187,702",0.636897592,,,,,W
IN,18,Indiana,08,Ron,Drake,Ron Drake,D,"93,356",0.316769196,,,,,
IN,18,Indiana,08,Andrew,Horning,Andrew Horning,LIB,"13,655",0.046333212,,,,,
IN,18,Indiana,08,,,Total Votes,,"294,713",,,,,,
IN,18,Indiana,09,Trey,Hollingsworth,Trey Hollingsworth,R,"174,791",0.54141177,,,,,W
IN,18,Indiana,09,Shelli ,Yoder,Shelli  Yoder,D,"130,627",0.404614627,,,,,
IN,18,Indiana,09,Russell,Brooksbank,Russell Brooksbank,LIB,"17,425",0.053973603,,,,,
IN,18,Indiana,09,,,Total Votes,,"322,843",,,,,,
IA,19,Iowa,01,Rod,Blum,Rod Blum,R,"206,903",0.537442497,,,,,W
IA,19,Iowa,01,Monica,Vernon,Monica Vernon,D,"177,403",0.460814542,,,,,
IA,19,Iowa,01,,Scattered,Scattered,W,671,0.001742961,,,,,
IA,19,Iowa,01,,,Total Votes,,"384,977",,,,,,
IA,19,Iowa,02,Dave,Loebsack,Dave Loebsack,D,"198,571",0.536631967,,,,,W
IA,19,Iowa,02,Christopher,Peters,Christopher Peters,R,"170,933",0.461941129,,,,,
IA,19,Iowa,02,,Scattered,Scattered,W,528,0.001426904,,,,,
IA,19,Iowa,02,,,Total Votes,,"370,032",,,,,,
IA,19,Iowa,03,David,Young,David Young,R,"208,598",0.534473349,,,,,W
IA,19,Iowa,03,Jim,Mowrer,Jim Mowrer,D,"155,002",0.397148765,,,,,
IA,19,Iowa,03,Bryan Jack,Holder,Bryan Jack Holder,LIB,"15,372",0.0393864,,,,,
IA,19,Iowa,03,Claudia,Addy,Claudia Addy,NNE,"6,348",0.016264954,,,,,
IA,19,Iowa,03,Joe,Grandanette,Joe Grandanette,NNE,"4,518",0.011576097,,,,,
IA,19,Iowa,03,,Scattered,Scattered,W,449,0.001150435,,,,,
IA,19,Iowa,03,,,Total Votes,,"390,287",,,,,,
IA,19,Iowa,04,Steve,King,Steve King,R,"226,719",0.612325426,,,,,W
IA,19,Iowa,04,Kim,Weaver,Kim Weaver,D,"142,993",0.38619723,,,,,
IA,19,Iowa,04,,Scattered,Scattered,W,547,0.001477344,,,,,
IA,19,Iowa,04,,,Total Votes,,"370,259",,,,,,
KS,20,Kansas,01,Roger,Marshall,Roger Marshall,R,"169,992",0.65895779,,,,,W
KS,20,Kansas,01,Tim,Huelskamp,Tim Huelskamp,R/W,874,,,,,,
KS,20,Kansas,01,Alan,LaPolice,Alan LaPolice,IND,"67,739",0.262583779,,,,,
KS,20,Kansas,01,Kerry,Burt,Kerry Burt,LIB,"19,366",0.075070454,,,,,
KS,20,Kansas,01,,,Total Votes,,"257,971",,,,,,
KS,20,Kansas,02,Lynn,Jenkins,Lynn Jenkins,R,"181,228",0.609372531,,,,,W
KS,20,Kansas,02,Britani,Potter,Britani Potter,D ,"96,840",0.325620963,,,,,
KS,20,Kansas,02,James Houston,Bales,James Houston Bales,LIB,"19,333",0.065006506,,,,,
KS,20,Kansas,02,,,Total Votes,,"297,401",,,,,,
KS,20,Kansas,03,Kevin,Yoder,Kevin Yoder,R,"176,022",0.513014663,,,,,W
KS,20,Kansas,03,Jay,Sidie,Jay Sidie,D ,"139,300",0.405988698,,,,,
KS,20,Kansas,03,Steven A.,Hohe,Steven A. Hohe,LIB,"27,791",0.08099664,,,,,
KS,20,Kansas,03,,,Total Votes,,"343,113",,,,,,
KS,20,Kansas,04,Michael,Pompeo,Michael Pompeo,R,"166,998",0.606711692,,,,,W
KS,20,Kansas,04,Daniel B.,Giroux,Daniel B. Giroux,D,"81,495",0.296075219,,,,,
KS,20,Kansas,04,Miranda,Allen,Miranda Allen,IND,"19,021",0.069104199,,,,,
KS,20,Kansas,04,Gorden J.,Bakken,Gorden J. Bakken,LIB,"7,737",0.02810889,,,,,
KS,20,Kansas,04,,,Total Votes,,"275,251",,,,,,
KY,21,Kentucky,02,S. Brett,Guthrie,S. Brett Guthrie,R,"251,825",1,,,,,W
KY,21,Kentucky,02,,,Total Votes,,"251,825",,,,,,
